index,type,id,score,first_status,first_read_angle,first_initial_current,first_final_current,first_current_diff,second_status,second_read_angle,second_inital_current,second_final_current,second_current_diff,cluster_name,scanner_name,u_id,load_identifier,row_index,col_index,time_stamp,first_lock_step_counter,slide_id,date,slide_name
slide_locking,_doc,ZaB47XgBzeCE_yDUyN6G,1.0,True,1999,200.0,260.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,3,2021-04-20T04:10:19,,104613,2021-04-20,H01CBA03P104613
slide_locking,_doc,0qKT7XgBzeCE_yDUKBV1,1.0,True,1999,210.0,240.0,30.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,24,2021-04-20T04:39:07,,104454,2021-04-20,H01CBA01P104454
slide_locking,_doc,f6KT7XgBzeCE_yDUqBy2,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,8,2021-04-20T04:39:40,,104618,2021-04-20,H01CBA03P104618
slide_locking,_doc,K6F97XgBzeCE_yDUog_6,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618844710876,0,20,2021-04-20T04:15:37,,104450,2021-04-20,H01CBA01P104450
slide_locking,_doc,eKF-7XgBzeCE_yDUGhPd,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,4,2021-04-20T04:16:07,,104614,2021-04-20,H01CBA03P104614
slide_locking,_doc,IaKZ7XgBzeCE_yDUY1xX,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,9,2021-04-20T04:45:55,,104619,2021-04-20,H01CBA03P104619
slide_locking,_doc,TqKs7XgBzeCE_yDUloNP,1.0,True,1999,190.0,240.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,9,2021-04-20T05:06:54,,104619,2021-04-20,H01CBA03P104619
slide_locking,_doc,Sp9d7XgBzeCE_yDUkNux,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,1,28,2021-04-20T03:40:35,,104608,2021-04-20,H01CBA03P104608
slide_locking,_doc,gqKy7XgBzeCE_yDU36_i,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,10,2021-04-20T05:13:46,,104620,2021-04-20,H01CBA03P104620
slide_locking,_doc,T6bF7ngBzeCE_yDUX-TN,1.0,True,1999,210.0,250.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913578499,0,0,2021-04-20T10:13:35,,104790,2021-04-20,H01CBA03P104790
slide_locking,_doc,cabF7ngBzeCE_yDUk-bS,1.0,True,1999,220.0,240.0,20.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913578500,0,0,2021-04-20T10:13:49,,104910,2021-04-20,H01CBA01P104910
slide_locking,_doc,I6bG7ngBzeCE_yDUkfIZ,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913578499,0,0,2021-04-20T10:14:53,,104790,2021-04-20,H01CBA03P104790
slide_locking,_doc,Taib73gBzeCE_yDUnNk9,1.0,True,1999,230.0,260.0,30.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,2,2021-04-20T14:07:35,,105032,2021-04-20,H01CBA01P105032
slide_locking,_doc,WKic73gBzeCE_yDUE95L,1.0,False,1999,220.0,240.0,20.0,True,1999.0,190.0,240.0,50.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,1,2021-04-20T14:08:06,,105151,2021-04-20,H01CBA03P105151
slide_locking,_doc,WKiV73gBzeCE_yDUHq7G,1.0,True,1999,180.0,240.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,0,2021-04-20T14:00:30,,105030,2021-04-20,H01CBA01P105030
slide_locking,_doc,LaiV73gBzeCE_yDU5rLm,1.0,True,1999,180.0,240.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,0,1,2021-04-20T14:01:21,,105031,2021-04-20,H01CBA01P105031
slide_locking,_doc,Gaag7ngBzeCE_yDUMqkT,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,19,2021-04-20T09:32:59,,104629,2021-04-20,H01CBA03P104629
slide_locking,_doc,Tqak7ngBzeCE_yDUErHU,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,19,2021-04-20T09:37:13,,104629,2021-04-20,H01CBA03P104629
slide_locking,_doc,OqfM7ngBzeCE_yDUCgPw,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,1,2021-04-20T10:20:52,,105151,2021-04-20,H01CBA03P105151
slide_locking,_doc,IaaO7ngBzeCE_yDU6YBs,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,18,2021-04-20T09:14:06,,104628,2021-04-20,H01CBA03P104628
slide_locking,_doc,86aX7ngBzeCE_yDU-Zk8,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,19,2021-04-20T09:24:00,,104629,2021-04-20,H01CBA03P104629
slide_locking,_doc,S6a67ngBzeCE_yDUPdHk,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,19,2021-04-20T10:01:26,,104629,2021-04-20,H01CBA03P104629
slide_locking,_doc,Y6a17ngBzeCE_yDUAMg8,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618844710875,2,19,2021-04-20T09:55:42,,104629,2021-04-20,H01CBA03P104629
slide_locking,_doc,Ta9N8HgBzeCE_yDUIuEz,1.0,True,1999,200.0,250.0,50.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,0,29,2021-04-20T17:21:30,,105179,2021-04-20,H01CBA03P105179
slide_locking,_doc,O69N8HgBzeCE_yDUm-Y6,1.0,True,1999,200.0,240.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,1,3,2021-04-20T17:22:01,,105063,2021-04-20,H01CBA01P105063
slide_locking,_doc,f7BR8HgBzeCE_yDUmRxr,1.0,True,1999,200.0,260.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,1,0,2021-04-20T17:26:22,,105180,2021-04-20,H01CBA03P105180
slide_locking,_doc,6rBT8HgBzeCE_yDUdC-F,1.0,True,1999,200.0,240.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,1,4,2021-04-20T17:28:24,,105064,2021-04-20,H01CBA01P105064
slide_locking,_doc,D7BV8HgBzeCE_yDU6kse,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,1,1,2021-04-20T17:31:05,,105181,2021-04-20,H01CBA03P105181
slide_locking,_doc,HrBY8HgBzeCE_yDU72r9,1.0,True,1999,200.0,240.0,40.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA01P,,CS002-3-1618913997119,1,5,2021-04-20T17:34:23,,105065,2021-04-20,H01CBA01P105065
slide_locking,_doc,_7Bb8HgBzeCE_yDUh4o1,1.0,False,1999,220.0,240.0,20.0,True,1999.0,190.0,250.0,60.0,CS002,H01CBA01P,,CS002-3-1618913997119,1,6,2021-04-20T17:37:13,,105066,2021-04-20,H01CBA01P105066
slide_locking,_doc,ULBc8HgBzeCE_yDUdZbe,1.0,True,1999,190.0,250.0,60.0,False,0.0,0.0,0.0,0.0,CS002,H01CBA03P,,CS002-2-1618913997118,1,2,2021-04-20T17:38:14,,105182,2021-04-20,H01CBA03P105182
